,GSM1437802,GSM1437804,GSM1437806,GSM1437808,GSM1437812,GSM1437814,GSM1437816,GSM1437818,GSM1437820,GSM1437822,GSM1437824,GSM1437826,GSM1437828,GSM1437830,GSM1437833,GSM1437835,GSM1437837,GSM1437839,GSM1437841,GSM1437843,GSM1437847,GSM1437849,GSM1437851,GSM1437853,GSM1437855,GSM1437859,GSM1437863,GSM1437865,GSM1437867,GSM1437869,GSM1437871,GSM1437873,GSM1437875,GSM1437877,GSM1437882,GSM1437884,GSM1437890,GSM1437892,GSM1437896,GSM1437900,GSM1437902,GSM1437904,GSM1437906,GSM1437912,GSM1437914,GSM1437916,GSM1437918,GSM1437920,GSM1437923,GSM1437925,GSM1437929,GSM1437931,GSM1437933,GSM1437939,GSM1437941,GSM1437948,GSM1437950,GSM1437954,GSM1437956,GSM1437958,GSM1437962,GSM1437964,GSM1437966,GSM1437970,GSM1437972,GSM1437974,GSM1437976,GSM1437982,GSM1437984,GSM1437988,GSM1437990,GSM1437994,GSM1437996,GSM1437998,GSM1438000,GSM1438002,GSM1438004,GSM1438006,GSM1438008,GSM1438010,GSM1438012,GSM1438016,GSM1438018,GSM1438020,GSM1438024,GSM1438030,GSM1438034,GSM1438036,GSM1438038,GSM1438040,GSM1438044,GSM1438064,GSM1438066,GSM1438068,GSM1438070,GSM1438076,GSM1438080,GSM1438084,GSM1438086,GSM1438088,GSM1438090,GSM1438092,GSM1438094,GSM1438098,GSM1438100,GSM1438102,GSM1438104,GSM1438106,GSM1438110,GSM1438112,GSM1438114,GSM1438116,GSM1438118,Sample_5,Sample_10,Sample_11,Sample_14,Sample_20,Sample_25,Sample_26,Sample_29,Tarca_834_P9B09,Tarca_827_P9C08,Tarca_849_P8A11,Tarca_145_P2A07,Tarca_153_P2A08,Tarca_672_P7H12,Tarca_648_P7H09_2,Tarca_617_P7A06,Tarca_622_P7F06,Tarca_618_P7B06,Tarca_667_P7C12,Tarca_334_P4F06,Tarca_381_P4E12,Tarca_754_P8B11,Tarca_745_P08A10,Tarca_612_P7D05,Tarca_584_P7H01_2,Tarca_640_P7H08,Tarca_820_P9D07,Tarca_782_P9F02,Tarca_752_P8H10,Tarca_241_P3A07,Tarca_236_P3D06,Tarca_233_P3A06,Tarca_588_P7D02,Tarca_611_P7C05,Tarca_591_P7G02,Tarca_258_P3B09,Tarca_255_P3G08,Tarca_252_P3D08,Tarca_542_P6F08,Tarca_566_P6F11,Tarca_557_P6E10
6974_at,6.54258027,6.07267245,6.496791571,5.67562646,6.442115229,7.262892058,6.48897534,6.37542401,6.087878931,5.809923766,5.621615291,5.72925798,6.9537571,5.683082992,5.665169212,5.972468409,6.637604184,6.509174182,5.511650894,5.549185132,6.267298759,5.961735196,6.310864045,6.558551125,6.09796886,6.061699064,5.941334756,6.176382877,5.396288356,7.076407519,6.205813597,6.122215815,6.712076398,6.053691679,6.013576522,6.560729306,5.677428688,6.823864899,6.990546675,6.900847729,7.172044714,6.601933221,6.549901094,6.173074497,6.750655852,6.461126207,5.737082492,6.418464624,6.593087353,6.500096399,6.724959344,6.04239931,6.555935009,6.298596256,5.946354859,5.727719794,6.412367009,5.822920097,6.807479661,6.54633262,5.954864928,6.260598496,6.978165791,7.057664176,6.814628774,6.754029943,5.778075689,5.652114485,6.666037689,6.451986998,6.923031989,5.504295956,6.27811968,6.432705271,6.476641701,6.485248881,6.29339755,6.360795191,6.536638441,6.696926775,6.44398234,6.541882274,6.208653642,5.710940145,7.815519717,6.078773141,5.982533506,6.306031632,5.30168196,7.032596668,6.621198763,6.464137223,5.766213978,6.110644586,7.152578699,6.681799647,7.724857464,6.865795048,5.944328781,5.817921338,6.52706825,5.542120955,6.610154219,6.53941478,6.380985229,6.213971676,6.140811634,6.855020349,5.252993551,5.597902232,6.53475358,6.311617858,6.916267137,5.625812191,6.769430258,6.269319145,5.977265348,6.6055581,6.470396649,5.859067663,5.687862143,6.300394931,6.070041568,6.708232036,4.963069479,4.959826994,6.58412277,7.118707291,6.642581787,6.110849595,5.907864411,6.000903254,7.172339496,6.211055933,6.38370775,6.421515412,7.318215084,6.897255316,7.477948806,7.408796266,7.757610722,8.331746801,6.924809557,7.111114289,6.612025321,6.286955645,6.064141342,6.102573654,5.854774918,6.002704317,6.682266995,6.033775599,6.856813363,7.245207659
8807_at,9.486823378,8.83298159,9.128644423,8.397626343,8.068636545,9.042079283,8.243324354,7.02730664,7.212411774,9.334771265,8.730685906,8.175972788,8.76323376,9.060199069,8.97368287,7.867493314,8.464018568,8.528072213,8.54740952,8.807145534,8.588968978,8.549226144,8.31688837,8.822464872,7.433626556,8.946122604,7.264431051,8.553233773,9.178305934,9.334168509,8.763914241,9.016710256,9.069277044,8.341905942,8.978539241,8.977553211,8.801567554,8.577668035,8.968141087,9.255257794,7.132581828,7.096101858,8.797229223,8.423228964,8.282000894,9.144702483,9.093202752,9.310618077,8.581222349,9.508081248,8.496004287,7.302543885,8.49282409,8.584140335,8.659840822,8.63511591,9.397504995,8.378036905,8.161749932,7.908775957,8.110885842,8.902968247,9.126722934,6.787153625,9.302121835,8.569537978,8.735715506,9.18297192,8.775171396,8.940534118,8.35523991,8.786446777,8.787340637,8.563411826,8.462642528,9.13430971,7.956179443,9.183624902,9.072830273,8.45799088,8.742160336,9.019618399,8.63317387,8.897706065,8.855005018,8.908098838,9.108842077,8.013195075,8.601962429,8.471261629,9.256230463,7.351831126,8.567203414,9.072830273,9.230913612,8.959671276,8.581234713,8.567203414,7.657365975,6.480452295,8.497853325,8.405558827,9.227692422,8.517872691,8.952761449,8.992674738,8.416781654,6.802017848,7.25695451,8.864520671,8.39466378,8.879589176,8.894990614,6.998942882,8.912779769,8.445854484,7.31729062,8.774581922,8.305150561,8.100429195,9.15853619,6.980516077,7.303194357,7.435596867,8.170506947,8.901977176,8.715218625,8.502202758,8.457269227,8.860035146,8.910480727,9.119141324,9.205198984,9.209272873,8.427074219,8.865021086,8.227019116,8.443375073,8.31149821,8.068585385,8.128668879,8.934297788,8.33167119,8.676395946,8.56378175,8.917135948,8.906965951,9.102469107,8.357207674,8.773470315,8.947322949,7.83938361,8.489686949,8.579048015
2359_at,5.148870277,4.271330671,4.875261345,4.462150442,4.283283419,4.96691021,4.890854879,5.172908059,4.467282769,5.21992318,5.334862624,5.058943791,4.821554286,5.658162477,5.105852487,5.049447065,4.957609748,5.085575841,4.487462564,4.632022601,5.382649407,4.688964096,4.717251339,5.458607088,4.778515698,4.800934834,5.421825616,5.062891606,5.405224657,5.143259896,5.058468817,4.311824353,4.990641346,4.892736064,5.216268005,4.825545643,4.858364552,5.312407262,4.844072558,4.463277733,4.938140165,4.824014553,4.687541041,4.684537175,4.896917377,5.13611549,5.179164047,4.570421762,4.235762649,4.566399625,5.562806497,4.798514418,4.744703779,4.515743565,5.042737709,4.511643308,4.423601764,4.219270146,4.80311391,4.979544408,4.58357055,5.148904556,5.067729668,4.36923913,4.599392245,5.014562619,4.983517755,4.020642201,4.856832436,4.174148504,5.08762134,4.959489481,5.414208368,4.713131841,4.560554222,4.973240094,4.82340124,4.534810745,4.817363476,4.962621367,5.103082776,5.4991667,4.95158088,4.637536782,5.360783493,5.697396659,4.833537936,4.446753639,5.380688456,4.815876486,4.77535313,5.782157201,4.989290726,4.114750982,4.809926186,5.222932279,4.252410487,4.611154514,5.38341645,4.696175518,5.106733103,4.507849385,5.297815016,4.671772148,5.063757113,4.922197725,4.714152448,4.469067196,4.916037001,5.075151493,5.223933123,5.003373217,5.239904007,4.844042013,4.688057789,4.588150818,4.523819553,4.768345771,4.715900905,4.819285547,4.541941551,4.783194049,4.850685604,4.791519823,4.701669923,4.809558947,5.119685824,5.00203275,4.832597574,4.604401769,4.47245166,4.426899965,5.457473784,5.182261508,4.618863472,4.379776957,4.531083928,4.690416867,4.651910458,4.882236603,4.62534462,4.897440708,4.702568226,4.80466651,4.684539278,4.614496569,4.409672651,4.67194726,4.937792865,4.933639429,5.019721031,4.906610541,5.004575186,4.811708091
101927439_at,3.109736395,2.261698991,2.346775354,2.304793835,2.392284459,2.389873526,2.184468015,2.277692599,2.176686898,2.535773721,2.388183469,2.246094726,2.282096697,2.209504247,2.340639469,2.251378629,2.174003761,2.139296161,2.228514369,4.032317695,2.202769667,2.236190199,2.263255488,2.176161822,2.678573086,2.123804852,2.172038413,2.236899286,2.228150606,2.230747417,2.26928716,2.295311347,2.083693601,2.335613575,2.451822521,2.483504333,2.113794375,2.409156547,2.101627972,2.120310469,2.493191541,2.278619202,2.342650057,2.412737867,2.210424096,2.284031889,2.414527285,2.306170473,2.234730415,2.370796593,2.413807769,2.126427145,2.223736064,2.181633853,2.466688992,2.231860151,2.331609354,2.749724348,2.341781391,2.410462526,2.324271566,2.109579977,2.442153715,2.132254603,2.32787758,2.483520429,2.296943356,2.357660201,2.432818517,2.144027112,2.258118585,2.286064452,3.365076107,2.105379772,2.123804852,2.216232936,2.376349075,2.335613575,2.163485674,2.659537976,3.631490327,3.047652753,2.470246399,2.575168319,2.953744279,2.372656524,2.450447612,2.563050485,4.808153189,2.164809767,3.102627644,2.165470504,2.670949423,2.412134498,2.291742977,2.327720326,2.294130459,2.307630256,2.124500118,2.279727646,2.274620852,2.242682677,2.318640614,2.259317958,2.29850981,2.249386058,2.152439319,2.300528334,2.227542456,2.080411345,2.20450902,2.438998429,2.121345875,2.430706859,2.337846025,2.347527963,2.32888802,2.464505969,2.353494838,2.522766281,2.489605942,2.326875224,2.389883971,2.42818567,2.368290871,2.451473705,3.057721161,2.8898415,2.970372356,2.260799263,2.480578326,2.328218755,2.67892941,2.339417598,2.426467444,2.473023449,2.266607463,2.231098442,2.276165741,2.578067015,2.52127008,2.391639282,2.39956634,2.494265758,2.498149307,2.367454689,2.535394787,2.320213814,2.444119589,2.624726347,2.423321321,2.254791929,2.467564031,2.313015077
109616991_at,4.419045045,3.937066159,2.192319995,3.659243264,3.750317362,3.240630333,2.277162722,2.405643298,2.528148665,3.22771054,2.439208124,3.458438807,4.16516131,2.549271482,4.538528039,3.407376665,3.70592341,4.330396358,2.401615521,4.060588509,3.037124398,3.396267723,2.156569141,3.710574099,4.195187512,2.881301889,3.721638439,3.219360807,4.587592479,2.433086117,3.899118157,2.99536603,2.498222984,2.969887464,4.418925693,3.319898887,2.07334082,3.267729584,3.439166748,3.382158174,2.417439325,3.857622266,3.449658613,3.140285628,3.166204879,2.594572413,3.224642462,3.010923717,2.784230797,2.277464242,3.839747879,4.635842947,4.134401757,2.480253776,3.917501889,2.239159832,3.77803242,3.370463488,3.014584643,3.596058772,3.421280845,2.517582865,2.456723783,3.083182502,3.989028831,3.232454464,2.865547906,4.364790247,2.354260992,3.331706827,4.167580916,2.438496189,2.777443456,2.612193918,2.588151856,2.555017293,3.498014029,2.219356091,4.261077409,2.36073079,3.809137699,2.411286134,2.787184971,2.415870033,2.38044489,3.243279199,2.060088305,2.670864742,2.955371469,2.365958997,2.280358155,2.753433925,2.263662373,3.214533428,2.600177659,2.903307424,3.621446815,2.555655446,2.621619146,3.301280901,3.447048513,2.755315111,2.163987,2.453062492,3.112812272,2.334482944,3.184946138,2.563047695,3.653669317,3.389234668,3.555955717,3.425040797,3.159816331,3.049697188,3.043999695,2.875640235,2.82714527,2.843573956,2.961841715,2.978742042,2.823440209,2.956208348,3.256765297,2.865071178,2.667368597,2.852508299,3.515054603,2.936641563,3.043000694,2.957987071,2.951377608,3.150971733,3.188369933,2.949797995,3.01875131,2.93648542,3.053451029,2.729391042,3.112027797,3.336468787,3.055099353,2.940162787,3.107996994,3.012732137,2.936063872,2.86593014,2.842776441,2.867992254,2.872709867,3.19805632,2.950111806,3.031078237,2.909321946,3.270973744
105369595_at,5.444905567,5.622979246,6.636797795,5.478818966,6.569067066,5.981366353,5.898879362,5.084393063,5.408976482,6.003238984,5.782644032,5.594083411,5.515880864,5.826045224,5.730178765,5.894853637,5.738263916,6.061705586,5.700636143,5.973721094,5.71981537,5.190300544,5.357550409,6.121339046,5.601520352,5.980611573,5.891126449,5.357885142,5.691279963,5.638138443,5.973953173,5.975801165,5.343328064,5.895001408,5.897890253,5.43736083,6.100594433,5.753742132,5.985745192,5.961281047,6.266158898,5.374374179,5.48739931,6.348974454,5.916562537,5.908696581,5.587723587,6.243731977,6.148687969,5.847139495,5.713095167,5.880185329,5.944171415,6.775100465,5.808032306,5.919323651,6.282259999,6.156430838,5.632413349,5.384958964,5.853873518,5.568321734,5.650302524,5.117169878,5.800469155,5.620019847,5.136120239,5.554049719,5.505590012,6.020538595,5.737399086,5.59504043,5.992188824,5.309764938,5.839185202,5.764013549,6.008237543,6.14745447,5.096147641,5.450014371,5.848494358,5.685110326,6.221682946,6.097921799,5.514697538,6.003444884,5.853296576,6.058289552,5.979864876,6.927703104,6.034812012,5.851169479,6.549617265,6.500152029,6.022328011,6.015437532,6.460873713,6.149376544,5.554250858,6.053430037,6.261220529,5.091063008,5.634480339,5.824007623,4.964837459,5.782209404,5.511236053,6.252686059,5.450126432,5.310098057,6.093838248,6.020427575,6.078797145,5.640205272,5.762178948,5.45174571,6.39631248,6.266991242,5.393977733,5.437720266,5.964899925,5.756074418,6.078356716,5.744680859,5.795433044,5.622674956,6.193097862,5.235340962,5.802150199,6.296082067,6.317429977,5.831005568,5.931793019,5.81537196,5.724710476,5.624234,5.561760048,5.643345814,5.321928057,5.823545242,5.864409938,4.89029399,5.48006199,5.310273571,4.975914355,6.032410177,6.3246362,5.895150461,5.349850337,5.750792972,5.763317064,5.915086191,5.306916533,5.073263782
319101_at,5.549352361,5.182558489,4.858939642,5.048754403,4.924892882,5.213197657,5.489069334,4.932895282,5.035227337,4.77929542,4.771156886,6.120294839,4.908121522,5.948991321,5.329446785,5.187775977,5.4970021,5.000136959,4.072473093,4.571974314,4.284647485,6.34445257,4.733944176,5.448865759,3.994776524,4.575644509,5.026347473,4.518043595,2.614361118,5.67967494,5.613962961,4.922952779,4.687398028,5.254804535,4.435121232,5.020358016,4.829592646,4.764398191,5.029675696,5.407940859,4.914995316,4.933743003,4.585021457,4.242016088,3.939798918,4.634587188,4.802449958,3.06529192,5.433535453,4.443070339,6.606653202,4.960044933,4.74477422,4.710885261,4.7025609,4.423055591,4.191598453,4.767350539,5.189418778,5.09458817,5.189479329,5.410294959,5.933921204,4.945372546,4.699374943,5.309490016,4.920950802,4.931153743,5.642549638,4.070135914,4.783264058,4.05991683,5.054611824,4.513962512,4.604496703,3.652387937,5.208031051,4.852793813,4.159456054,4.767350539,5.049026453,4.862631284,4.045458386,4.879704825,4.504228393,5.34088045,4.319464237,5.186204939,5.751113153,3.672647794,4.416528652,3.133091815,4.041589218,5.039238287,4.988659902,3.966774201,4.816039327,5.552487981,4.967331835,5.441086545,5.386344897,4.765672424,3.645839374,4.346204225,5.477595308,4.22834449,4.942954327,5.760655847,4.593890197,4.720307975,5.314968526,5.313479683,5.34574005,4.939302639,4.439081793,4.555649058,4.878505154,4.646634017,5.108249529,5.163299077,4.714502028,4.647092693,4.903508742,4.926754622,5.152244584,5.424114121,4.651231589,4.797378129,4.70034133,4.673225127,4.758298457,4.890156012,4.576605905,4.569142172,4.610742002,4.813643916,4.700867674,4.708829199,4.789436743,4.800080434,4.802848182,4.639278372,5.099521026,5.314891178,4.826559109,4.787395015,4.785474499,4.949561993,4.673147363,4.494125885,4.566809707,4.583135349,4.628976083,4.658234551
100528032_at,7.233125851,7.291826605,7.569107357,6.746893647,6.096602517,7.231949813,7.346817646,6.808534811,6.849062307,6.0596476,6.600059944,6.762986612,6.961048203,6.978009245,6.975293433,6.694623867,6.837808075,6.761761488,7.057853641,6.170151232,6.139275536,6.523895978,6.750757443,7.093419755,6.964060477,6.647185746,4.531451093,7.005557476,6.499589056,6.816543887,6.092962097,7.07064467,7.795820093,7.66758313,7.244638801,6.661059913,6.391120572,8.439825636,7.166882465,7.567106009,6.592796882,7.224215786,7.352591756,6.51274379,7.21163379,7.208769165,6.524565148,7.037630403,7.5390788,6.585199001,7.030934097,6.803316699,6.945960017,6.741118839,6.724640481,6.679646009,6.47673182,7.033894328,7.096999328,6.727646424,6.528283939,7.061365512,7.229529734,6.525615098,6.684810856,7.034674329,6.856095837,7.134664151,6.478971336,6.885084927,7.410837924,6.571139117,7.311702257,6.159718442,6.841024746,7.366827915,7.251881608,6.815027823,7.306159104,7.36203137,6.704501274,7.032480268,7.141972774,6.674714234,7.735435435,6.666515936,6.572086283,6.588494742,6.29041979,7.603087097,6.973941528,7.542692022,6.861403435,5.945373404,7.068564615,6.441076831,7.662600682,7.200173876,6.877004952,6.619137288,6.341030802,6.63086129,6.463300455,6.854737178,7.071089094,6.720310406,6.133784718,7.489272744,7.019574401,6.651141417,7.731717411,7.893590991,7.128712372,5.804855474,7.062089691,5.912529022,7.166133897,7.089849337,6.720791098,6.545478108,5.868897899,7.511457592,6.854303596,7.986911298,5.367761688,6.472764606,8.011413221,7.623071563,6.951725653,6.323192641,6.304820452,6.689738121,7.818024515,6.868978976,7.855379857,7.68465994,7.69277533,6.738911103,7.257951969,7.752579499,7.545112136,7.981444202,6.946902079,6.997337673,7.475987583,6.77431005,6.783133619,6.858537104,6.568502896,7.775463418,7.850478733,6.532191835,8.046724392,7.97900603
100289635_at,5.658343588,5.531315067,5.22462438,5.259686028,4.383956968,5.578149136,5.029179015,5.661716582,5.331478136,4.854778569,5.595789508,4.597102443,5.568173213,5.661501131,5.620256439,5.011716828,5.4973857,5.382492509,5.299554186,5.638680469,5.400495942,4.899002111,5.57994817,5.358625077,5.262771038,5.007846984,5.205172856,5.5160266,5.492177453,5.409041788,5.274267628,4.85783788,4.754926353,5.187669363,5.250459428,5.916428932,5.343271881,5.337540824,5.358631972,5.728386046,5.338846095,5.739033581,5.498284066,5.667964793,5.423787598,5.313656284,5.275431317,5.761169864,4.942281851,5.271516074,4.925126151,5.891901035,5.202908596,5.949789912,4.574465121,4.905410645,5.747556468,5.130302381,5.352431368,5.370747282,5.555180759,5.34092223,5.604511084,5.800888597,5.727258041,5.413045675,5.064697332,5.542995678,4.476971305,5.462341171,5.087090863,5.208082059,5.418079912,4.819902891,5.408870949,4.979729104,5.700315468,4.43711031,5.455033714,5.532696627,5.415948484,5.505340799,4.459516636,5.514690025,5.106521353,5.442761416,4.864786973,4.557943202,5.45839886,5.182980508,5.350399379,5.895201488,5.418537047,4.681329795,5.463334189,5.339766957,5.397109377,4.8589246,5.200470229,5.21534516,5.789813006,4.666428606,5.498284066,4.986571335,5.375816547,5.383078762,5.091208539,5.011221438,5.482872422,5.581960576,5.292806191,4.511712619,4.677808563,5.117114724,5.021757467,4.968119055,5.492664071,5.140491987,4.88512738,4.865626284,5.108466077,5.032701685,5.216648153,4.982220712,5.166768754,5.294456308,5.465860068,5.39067705,5.161461121,5.010280408,4.959805259,5.031722964,5.896705242,5.244487555,5.007573348,5.268585724,5.258165222,5.309320145,5.237401304,5.437605268,5.596853934,5.462039425,5.274660003,5.154402697,5.261717089,5.361926453,5.420543757,5.349133304,5.155697546,5.491951328,5.515861309,5.079660622,5.159911068,5.264137534
693191_at,4.229507576,4.243976384,4.83321586,5.094060602,4.693714639,5.563397097,4.853708363,4.079257476,4.994001869,5.186440486,5.333087864,4.96873299,4.662772915,4.853063242,4.623202662,4.71673976,4.116251488,5.344039695,4.885123071,4.996007619,4.154289035,4.709910504,4.637362183,4.351672649,5.139317296,2.769898164,5.277326007,4.606415997,4.586968301,4.884265798,5.132107052,5.172926779,5.13869847,3.453242977,4.666660883,4.152018009,4.269772765,4.262196391,3.999230538,3.842906696,4.192502077,4.752617072,4.801841029,4.872452207,4.95038053,4.43394493,5.076810225,5.012943426,4.54448216,4.550781805,3.64418481,4.283934976,4.846026951,4.456619549,4.065394321,5.054477367,2.846522152,3.451531905,4.432606108,4.737018356,4.132426149,3.35969967,4.135323997,4.205405814,4.103476564,3.953697012,4.059971739,4.698782335,4.989698668,3.687080626,4.738498319,4.256406768,4.739782161,4.719548291,3.481201141,4.612086803,4.977398733,4.444439804,4.646731632,4.569067849,4.769491637,3.813637242,5.233944228,3.825926825,4.344030898,4.598064345,5.331700827,4.772220848,4.858204907,4.094690404,4.625138122,3.930751178,4.61601159,4.956810706,5.024528562,4.839363594,4.387793544,4.930486603,4.370867436,4.536303166,4.624450016,4.157084184,4.873435891,4.903370883,4.968081816,4.539966835,3.922979021,4.563158674,3.806145709,4.174458825,5.084171971,4.599106791,5.175517185,4.337312961,4.627349172,4.688541983,4.685048352,4.61841547,4.496099167,4.630330896,4.657541258,4.485281915,4.757130433,4.767210814,4.572363845,4.586496818,4.527258113,4.344732488,4.315206823,4.286613612,4.396543889,4.557227584,4.541310442,4.534919723,4.522728481,4.583407703,4.362142683,4.54253399,4.514146534,4.648326634,4.50741401,4.403861818,4.582592825,4.513646824,4.389836301,4.697432443,4.687776645,4.388124631,4.627535245,4.422998578,4.456869423,4.274407138,4.264199762,4.327703707
11167_at,4.504200117,4.682854664,4.990951536,4.366269675,5.802523339,4.964657236,4.72470817,4.546106211,4.502686289,5.256819293,5.184008223,4.842362465,3.621640969,4.809948115,4.873484329,4.76122953,4.187962617,5.464626584,4.826393732,5.493461231,5.103468477,5.125031922,4.990951536,4.65035162,4.676658265,5.489352329,5.329780759,4.378914698,5.212695592,4.641815046,5.540356324,5.496283379,5.413664524,5.056566625,4.769940905,5.490417662,5.266519853,4.812171753,4.954911958,5.039216878,5.437665466,5.291860885,4.87984521,4.425203075,4.759859584,4.709359917,4.833692017,4.314293689,4.923581254,4.50505192,5.324968889,5.085261135,5.172460667,5.687664529,5.157757329,5.444127089,4.815373169,4.727014918,4.829674985,5.106826724,4.728667535,5.010335338,4.923792242,4.982014142,4.156694543,5.173400905,5.527866517,5.143916516,4.597114144,4.706987011,5.400637086,4.844522771,5.174790093,4.539140874,5.556411463,4.798356593,5.341996453,5.00881702,5.109602486,4.749331691,4.996488822,4.861541015,5.34540958,4.626994459,4.600242601,4.671057312,3.746585646,5.508882322,4.647471638,4.652259656,5.426061882,4.595399172,5.088428517,4.765034062,5.028009512,4.96872439,5.535125712,4.932847617,4.914720427,6.466923907,5.010429555,4.98138255,5.170309162,5.336050563,4.251950886,5.038298577,3.615144818,4.63328686,5.127481907,4.99412319,4.323805095,5.498266223,5.434257196,4.887372979,5.152297415,4.946898847,5.215126336,4.993335855,4.816844405,4.868992511,5.002308515,4.885666049,4.934883774,4.893156051,4.978231703,4.984301166,5.047391713,4.905511841,4.916534962,5.091862846,4.968957697,4.990711191,4.845668897,4.907035386,5.442620687,5.296696759,5.064008994,5.214000113,5.140730987,4.865448987,4.807098189,4.884194689,4.975333634,4.834604867,4.830445186,4.839476484,4.940665617,4.861406092,5.103399211,5.095279085,5.013492509,5.335883727,5.203596192,5.023596085
977_at,7.013832543,6.696559131,6.934814308,7.505328548,7.732830257,7.181383797,7.104374418,7.467533359,7.086592614,7.037961494,7.215627738,7.350449018,6.780067579,6.202697637,7.174023816,7.385716233,7.22404546,7.39874916,7.623401223,7.371762339,7.009209595,7.846505934,7.432467634,6.240341931,7.372199032,8.104862573,7.342686453,6.927011448,7.687883079,7.004596724,7.242402239,7.410182949,7.540262964,6.737933452,7.097835906,7.090604501,7.283924961,6.941360104,7.565669268,7.311689594,7.855753497,7.749867242,7.573672342,7.65322816,6.505329436,6.989578782,7.215031581,7.00076233,7.000409695,7.078673264,7.650885272,7.130208575,7.324469326,7.737300302,6.155981452,6.466728365,7.686314319,7.470770846,7.176903608,7.54942264,6.739739439,7.479292421,7.03697404,7.326108968,7.131501218,7.91101869,7.706364318,7.498326531,7.134433762,7.46110626,7.297202226,6.653382978,7.334883549,7.072540145,7.53667145,7.22404546,7.421872241,7.226825485,6.985472035,7.517805831,7.408905521,7.576150645,7.833168182,7.761633702,6.94884676,7.303022309,7.111695211,7.699387507,7.131999836,6.885319926,7.756158498,6.482380506,7.182636972,7.103276012,6.682831708,7.58773015,6.227293502,7.19914684,7.095705419,8.125275936,7.830555754,7.722686045,7.065814781,7.54106689,7.03504511,6.979343524,7.126465513,7.439690141,7.261548161,7.921741716,7.579083009,7.310838383,6.781580793,7.614406241,6.745341014,6.822455563,7.730739892,7.176845663,7.294145388,7.11426768,7.462964403,7.220116366,7.026233681,7.123991952,7.764456828,7.28921969,6.664842197,6.822072064,7.039447469,7.141461364,7.058149892,6.794978897,7.045973605,7.216785226,7.095264723,7.175663486,7.707441148,7.93329508,7.805888884,7.56296549,7.384655023,7.055811357,7.081548885,6.9599964,7.05875878,6.437261447,6.919522425,6.601703276,7.467197615,7.024743686,7.209042603,7.211656999,6.784548784,6.790524192
107987207_at,4.555343214,5.139100159,4.417531246,5.187726861,3.680543282,3.495165338,4.119109631,4.623356018,5.072016001,5.520874194,5.054346832,5.64411547,4.560298062,4.010763831,5.239048323,5.03336088,5.041943697,4.212730214,5.176418402,5.32419235,4.856705102,5.830659154,4.18005999,4.319060604,5.088877356,4.046248693,4.996211125,5.561245384,4.912366917,4.336575694,5.215762143,3.645629376,4.636776898,5.388815531,5.750042612,4.748436783,4.742187449,4.456582081,4.570991985,5.625369114,5.348119012,4.576558617,5.219931522,5.053439773,4.915915999,4.813603829,5.28904859,4.574538262,5.011224836,4.954809869,5.598452532,5.287704521,4.96599707,3.174740408,4.495250077,3.842821349,4.613367079,5.159101225,5.030286346,5.552243814,5.632428739,5.563858552,4.495778733,4.797443411,5.230935355,4.059750955,5.611538039,5.402859949,4.213266093,5.469193535,5.245756456,5.17258756,4.679967617,4.728044421,4.930223408,4.405031523,4.971196682,3.798836248,5.14039471,5.641303149,4.173193755,4.806716337,4.753083262,5.74114078,3.980272883,4.999364688,4.888602202,4.397822472,5.069382321,4.633511706,5.309801396,3.532015224,4.594392015,5.212572993,4.450620991,4.79176092,4.863296558,5.725071599,5.116200307,4.810718438,4.657707634,5.346900602,3.866524107,4.276878882,5.942085289,5.073274257,5.036082627,4.780039346,5.304769174,4.735244668,3.854038092,3.504165806,5.564475592,4.62073791,4.624696062,4.320475665,4.226951559,4.595175798,5.076034614,4.708839033,4.187771375,4.927917788,5.42078835,4.92850913,4.222164243,4.55801782,4.205359428,4.445155756,4.278005263,3.885070615,4.39097362,4.788339439,4.288250355,4.411965831,4.533045734,4.600541563,4.750372036,4.76421981,4.826793018,4.932494997,4.931805052,4.167426269,4.821449736,4.614206881,4.992209933,4.780444992,5.378733792,4.683928256,4.154553729,4.004111079,4.852265152,4.644355291,4.078930534,4.918142959
